name,waterPercentage,caloriesKcal,proteinG,totalFatG,carbohydratesG,dietaryFiberG,calciumMg,phosphorusMg,ironMg,thiamineMg,riboflavinMg,niacinMg,vitaminCmg,vitaminAEquivRetinolMcg,monounsaturatedFatG,polyunsaturatedFatG,saturatedFatG,cholesterolMg,potassiumMg,sodiumMg,zincMg,magnesiumMg,vitaminB6Mg,vitaminB12Mcg,folicAcidMcg,folateEquivFDMcg,edibleFractionPercentage,categoryId
Pupusas De Chicharron,31.0,276,10.8,1.2,55.4,0.0,52.0,193.0,3.6,0.08,0.11,2.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Quesoburguesa Grande C/Jamón C/Vegetales,50.05,293,15.55,18.97,14.83,0.0,119.0,209.0,1.98,0.21,0.22,3.61,3.0,33.0,7.43,1.52,8.32,48.0,212.0,674.0,2.61,20.0,0.15,1.13,11.0,39.0,1.0,13
Quesoburguesa Grande C/Tocino,43.6,312,16.41,18.85,19.04,0.0,83.0,205.0,2.43,0.16,0.21,3.4,1.0,42.0,7.43,1.39,8.33,57.0,170.0,535.0,3.5,23.0,0.16,1.2,27.0,63.0,1.0,13
Quesoburguesa Grande C/Vegetales,52.5,257,12.87,15.04,17.53,0.0,94.0,142.0,2.13,0.18,0.21,3.37,4.0,64.0,5.76,0.93,6.87,40.0,203.0,506.0,2.1,20.0,0.13,1.17,24.0,54.0,1.0,13
Quesoburguesa Grande Doble Carne C/Vegetales,51.09,273,14.72,16.92,15.37,0.0,93.0,153.0,2.29,0.14,0.19,2.81,0.0,24.0,6.73,1.82,6.85,55.0,231.0,445.0,2.59,20.0,0.16,1.32,10.0,36.0,1.0,13
Quesoburguesa Grande S/Vegetales,38.65,329,16.29,17.83,25.63,0.0,49.0,228.0,2.95,0.26,0.31,6.04,0.0,100.0,6.89,1.32,8.02,52.0,348.0,859.0,3.0,21.0,0.15,1.37,19.0,53.0,1.0,13
Quesoburguesa Regular C/Vegetales C/Cond.,55.2,233,11.58,12.85,18.27,0.0,118.0,140.0,1.72,0.21,0.15,4.14,2.0,53.0,4.65,0.95,5.97,34.0,149.0,634.0,1.7,17.0,0.1,0.8,28.0,62.0,1.0,13
Quesoburguesa Regular Doble Carne C/Vegetales C/Cond.,51.2,251,12.8,12.7,21.2,0.0,103.0,146.0,2.06,0.21,0.17,4.85,1.0,43.0,4.7,1.6,5.25,36.0,202.0,633.0,2.1,18.0,0.11,1.16,23.0,53.0,1.0,13
Quesoburguesa Regular Doble Carne S/Vegetales S/Cond.,42.37,295,17.85,18.37,14.23,0.0,150.0,241.0,2.2,0.16,0.24,3.88,0.0,64.0,7.1,1.24,8.39,71.0,199.0,410.0,3.2,21.0,0.16,1.49,25.0,62.0,1.0,13
Quesoburguesa Regular Doble Carne Y Pan C/Veg. C/Cond.,46.56,285,13.04,15.47,23.3,0.0,74.0,153.0,2.07,0.25,0.19,3.66,1.0,34.0,5.54,2.79,5.6,41.0,171.0,404.0,1.81,16.0,0.12,0.91,25.0,58.0,1.0,13
Quesoburguesa Regular S/Vegetales,37.3,313,14.48,14.85,31.13,0.0,138.0,192.0,2.39,0.39,0.39,3.63,0.0,45.0,5.66,1.51,6.34,49.0,161.0,490.0,2.32,21.0,0.09,0.95,27.0,72.0,1.0,13
Sandwich O Hamburguesa Filete De Pollo,47.31,283,13.25,16.18,21.26,0.0,33.0,128.0,2.57,0.18,0.13,3.74,5.0,17.0,5.72,4.61,4.68,33.0,194.0,526.0,1.03,19.0,0.11,0.21,39.0,82.0,1.0,13
Sandwich O Hamburguesa Filete De Pollo C/Queso,46.01,277,12.9,17.0,18.24,0.0,113.0,178.0,1.59,0.18,0.2,3.98,1.0,72.0,5.99,4.36,5.46,34.0,146.0,543.0,1.27,19.0,0.18,0.2,28.0,68.0,1.0,13
Sandwich O Hamburguesa Pescado C/Salsa,47.35,273,10.72,14.41,25.96,0.0,53.0,134.0,1.65,0.21,0.14,2.15,2.0,21.0,4.87,5.22,3.31,35.0,215.0,389.0,0.63,21.0,0.07,0.68,26.0,72.0,1.0,13
Sandwich O Hamburguesa Pescado C/Salsa Y Queso,45.18,286,11.26,15.63,26.03,0.0,101.0,170.0,1.91,0.25,0.23,2.31,2.0,71.0,4.87,5.15,4.45,37.0,193.0,513.0,0.64,20.0,0.06,0.59,33.0,73.0,1.0,13
Sandwich Bistec De Res,51.07,225,14.87,6.9,25.47,0.0,45.0,146.0,2.53,0.2,0.18,3.58,3.0,10.0,2.62,1.64,1.87,36.0,257.0,391.0,2.22,24.0,0.18,0.77,27.0,63.0,1.0,13
Sandwich Huevo Y Queso,56.3,233,10.69,13.3,17.76,0.0,154.0,207.0,2.04,0.18,0.39,1.42,1.0,138.0,5.66,1.77,4.54,199.0,129.0,551.0,1.13,15.0,0.09,0.78,42.0,96.0,1.0,13
Sandwich Jamón Y Queso,50.8,241,14.17,10.6,22.84,0.0,89.0,104.0,2.22,0.21,0.33,1.84,2.0,66.0,4.61,0.94,4.41,40.0,199.0,528.0,0.94,11.0,0.14,0.37,3.0,54.0,1.0,13
Sandwich Jamón Queso Y Huevo,51.15,243,13.46,11.4,21.64,0.0,148.0,242.0,2.17,0.3,0.39,2.94,2.0,116.0,4.02,1.18,5.18,172.0,147.0,703.0,1.39,18.0,0.11,0.86,23.0,69.0,1.0,13
Sandwich Pollo (Mcpollo),44.97,289,10.17,16.21,26.86,0.8,87.0,142.0,1.65,0.21,0.2,3.96,1.0,0.0,4.4,6.21,2.61,31.0,170.0,519.0,0.72,18.0,0.0,0.0,0.0,0.0,1.0,13
Snacks Chicharroncitos,1.8,545,61.3,31.3,0.0,0.0,30.0,85.0,0.88,0.1,0.28,1.55,1.0,12.0,14.78,3.64,11.37,95.0,127.0,1838.0,0.56,11.0,0.02,0.64,0.0,0.0,1.0,13
Snacks Palomitas De Maíz C/Sal Y Aceite,2.8,500,9.0,28.1,57.2,10.0,10.0,250.0,2.78,0.13,0.14,1.55,0.0,1.0,8.17,13.42,4.89,0.0,225.0,884.0,2.64,108.0,0.21,0.0,0.0,17.0,1.0,13
Snacks Papalinas Sabor Barbacoa,1.9,491,7.7,32.4,52.8,4.4,50.0,186.0,1.94,0.22,0.22,4.69,34.0,11.0,6.54,16.37,8.05,0.0,1261.0,750.0,0.94,75.0,0.62,0.0,0.0,83.0,1.0,13
Snacks Papalinas Sabor Queso,1.8,496,8.5,27.2,57.7,5.2,72.0,299.0,1.84,0.16,0.16,5.0,54.0,10.0,7.72,9.56,8.6,4.0,1528.0,793.0,0.91,75.0,0.35,0.0,0.0,0.0,1.0,13
Snacks Papalinas Simples,1.0,471,7.1,20.8,66.9,5.9,21.0,193.0,1.35,0.21,0.27,7.0,26.0,0.0,4.8,10.94,4.16,0.0,1744.0,492.0,0.07,89.0,0.67,0.0,0.0,27.0,1.0,13
Snacks Platalinas,4.3,519,2.3,33.6,58.4,7.7,18.0,56.0,1.25,0.09,0.02,0.71,6.0,4.0,1.95,0.63,28.97,0.0,536.0,6.0,0.75,76.0,0.26,0.0,0.0,14.0,1.0,13
Snacks Tostaditas/Maíz  Sabor Barbacoa,1.2,523,7.0,32.7,56.2,5.2,131.0,207.0,1.54,0.08,0.21,1.64,2.0,31.0,9.48,16.17,4.46,0.0,236.0,763.0,1.06,77.0,0.23,0.0,0.0,39.0,1.0,13
Snacks Tostaditas/Maíz  Sabor Nachos,1.9,536,6.5,31.7,57.3,1.0,36.0,76.0,1.27,0.21,0.12,1.41,0.0,24.0,2.14,0.84,26.79,5.0,123.0,952.0,0.48,25.0,0.12,0.0,0.0,5.0,1.0,13
Snacks Tostaditas/Maíz  Sabor Queso,1.5,558,5.76,35.76,54.1,2.2,58.0,108.0,1.1,0.16,0.2,5.74,0.0,38.0,10.44,18.65,5.51,4.0,197.0,896.0,0.6,20.0,0.06,0.48,86.0,180.0,1.0,13
Snacks Tostaditas/Maíz  Simples,2.0,510,5.8,26.9,62.9,1.1,3.0,44.0,2.54,0.32,0.24,1.41,0.0,16.0,1.7,0.78,22.75,0.0,81.0,1022.0,0.21,11.0,0.04,0.0,0.0,3.0,1.0,13
Taco Bell Ensalada,67.32,170,6.69,9.17,15.1,3.0,95.0,103.0,1.77,0.15,0.11,1.5,0.0,3.0,3.97,0.75,2.98,19.0,229.0,363.0,1.17,27.0,0.1,0.4,16.0,54.0,1.0,13
Taco Bell Original Con Carne De Res,55.91,236,10.79,13.48,17.95,3.6,79.0,178.0,1.88,0.09,0.19,1.92,0.0,4.0,5.45,2.1,4.66,31.0,216.0,447.0,2.22,33.0,0.14,0.96,2.0,21.0,1.0,13
Taco Bell Suave Con Bistec,56.82,225,11.81,12.1,17.22,1.6,117.0,155.0,2.22,0.31,0.19,2.97,0.0,1.0,3.94,3.48,3.37,31.0,183.0,551.0,2.15,21.0,0.09,0.96,22.0,52.0,1.0,13
Taco Bell Suave Con Carne De Pollo,56.42,202,14.33,7.32,19.58,1.8,105.0,224.0,1.72,0.22,0.16,6.37,0.0,1.0,2.83,1.05,2.61,37.0,237.0,606.0,0.79,22.0,0.15,0.37,30.0,69.0,1.0,13
Taco Regular Mexicano,58.4,216,12.08,12.02,15.63,0.0,129.0,119.0,1.41,0.09,0.26,1.88,1.0,63.0,3.85,0.56,6.65,33.0,277.0,469.0,2.3,41.0,0.14,0.61,26.0,58.0,1.0,13
Tamal De Maíz Pilado,79.4,91,2.9,2.6,13.9,0.0,11.0,3.0,3.2,0.05,0.03,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Tamal Estilo Nacatamal,76.1,122,3.7,6.3,12.7,0.0,25.0,55.0,1.3,0.03,0.07,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Tostada De Aguacate C/Chile Y Queso,72.51,138,4.78,8.91,12.27,0.0,162.0,89.0,0.62,0.05,0.22,0.76,1.0,80.0,3.25,1.17,3.78,15.0,249.0,306.0,1.56,28.0,0.1,0.38,2.0,45.0,1.0,13
Tostada De Frijol Y Queso,66.24,155,6.67,6.85,18.42,0.0,146.0,81.0,1.31,0.07,0.23,0.92,1.0,31.0,2.12,0.52,3.73,21.0,280.0,377.0,1.32,41.0,0.11,0.48,0.0,30.0,1.0,13
Tostadas A La Francesa Con Leche,54.7,229,7.7,10.8,25.0,0.0,100.0,117.0,1.67,0.2,0.32,1.63,0.0,124.0,4.52,2.59,2.72,116.0,134.0,479.0,0.67,17.0,0.07,0.31,20.0,57.0,1.0,13
Ajo Molido,6.45,332,16.8,0.76,72.71,9.9,80.0,417.0,2.75,0.47,0.15,0.69,18.0,0.0,0.02,0.38,0.14,0.0,1101.0,26.0,2.63,58.0,2.94,0.0,0.0,2.0,1.0,14
Albahaca Fresca,90.96,27,2.54,0.61,4.34,3.9,154.0,69.0,3.17,0.03,0.07,0.93,18.0,264.0,0.09,0.39,0.04,0.0,462.0,4.0,0.85,81.0,0.13,0.0,0.0,64.0,0.64,14
Anis Semilla,9.54,337,17.6,15.9,50.02,14.6,646.0,440.0,36.96,0.34,0.29,3.06,21.0,16.0,9.78,3.15,0.59,0.0,1441.0,16.0,5.3,170.0,0.65,0.0,0.0,10.0,1.0,14
Azafran,11.9,310,11.43,5.85,65.37,3.9,111.0,252.0,11.1,0.12,0.27,1.46,81.0,27.0,0.43,2.07,1.59,0.0,1724.0,148.0,1.09,264.0,1.01,0.0,0.0,93.0,1.0,14
Canela Molida,9.52,261,3.89,3.19,79.85,54.3,1228.0,61.0,38.07,0.08,0.14,1.3,29.0,14.0,0.48,0.53,0.65,0.0,500.0,26.0,1.97,56.0,0.31,0.0,0.0,29.0,1.0,14
Cebolla Polvo,5.01,347,10.12,1.05,80.67,5.7,363.0,340.0,2.56,0.42,0.06,0.65,15.0,0.0,0.16,0.44,0.18,0.0,943.0,54.0,2.33,122.0,1.22,0.0,0.0,166.0,1.0,14
Cilantro O Culantro Hojas Secas,7.3,279,21.93,4.78,52.1,10.4,1246.0,481.0,42.46,1.25,1.5,10.71,567.0,293.0,2.23,0.33,0.12,0.0,4466.0,211.0,4.72,694.0,0.61,0.0,0.0,274.0,1.0,14
Clavo De Olor Molido,6.86,323,5.98,20.07,61.21,34.2,646.0,105.0,8.68,0.12,0.27,1.46,81.0,27.0,1.47,7.09,5.44,0.0,1102.0,243.0,1.09,264.0,0.59,0.0,0.0,93.0,1.0,14
Cominos Semillas,8.06,375,17.81,22.27,44.24,10.5,931.0,499.0,66.36,0.63,0.33,4.58,8.0,64.0,14.04,3.28,1.53,0.0,1788.0,168.0,4.8,366.0,0.44,0.0,0.0,10.0,1.0,14
Condimento Curry Polvo,9.52,325,12.66,13.81,58.15,33.2,478.0,349.0,29.59,0.25,0.28,3.47,11.0,49.0,5.55,2.56,2.24,0.0,1543.0,52.0,4.05,254.0,1.15,0.0,0.0,154.0,1.0,14
Condimentos O Especias Molidas No Especificadas,8.46,263,6.09,8.69,72.12,21.6,661.0,113.0,7.06,0.1,0.06,2.86,39.0,27.0,0.66,2.36,2.55,0.0,1044.0,77.0,1.01,135.0,0.21,0.0,0.0,36.0,1.0,14
Eneldo Fresco,85.95,43,3.46,1.12,7.02,2.1,208.0,66.0,6.59,0.06,0.3,1.57,85.0,386.0,0.8,0.09,0.06,0.0,738.0,61.0,0.91,55.0,0.19,0.0,0.0,150.0,0.59,14
Hierba Buena Fresca,85.55,44,3.29,0.73,8.41,6.8,199.0,60.0,11.87,0.08,0.17,0.95,13.0,203.0,0.03,0.39,0.19,0.0,458.0,30.0,1.09,63.0,0.16,0.0,0.0,105.0,0.41,14
Hierba Buena Seca,11.3,285,19.93,6.03,52.04,29.8,1488.0,276.0,87.47,0.29,1.42,6.56,0.0,529.0,0.21,3.26,1.58,0.0,1924.0,344.0,2.41,602.0,2.58,0.0,0.0,530.0,1.0,14
Mejorana Seca,7.64,271,12.66,7.04,60.56,40.3,1990.0,306.0,82.71,0.29,0.32,4.12,51.0,403.0,0.94,4.41,0.53,0.0,1522.0,77.0,3.6,346.0,1.19,0.0,0.0,274.0,1.0,14
Nuez Moscada Molida,6.23,525,5.84,36.31,49.29,20.8,184.0,213.0,3.04,0.35,0.06,1.3,3.0,5.0,3.22,0.35,25.94,0.0,350.0,16.0,2.15,183.0,0.16,0.0,0.0,76.0,1.0,14
Oregano Seco,7.16,306,11.0,10.25,64.43,42.8,1576.0,200.0,44.0,0.34,0.32,6.22,50.0,345.0,0.67,5.23,2.66,0.0,1669.0,15.0,4.43,270.0,1.21,0.0,0.0,274.0,1.0,14
Pimienta Blanca,11.42,296,10.4,2.12,68.61,26.2,265.0,176.0,14.31,0.02,0.13,0.21,21.0,0.0,0.79,0.62,0.63,0.0,73.0,5.0,1.13,90.0,0.1,0.0,0.0,10.0,1.0,14
Pimienta Negra,10.51,255,10.95,3.26,64.81,26.5,437.0,173.0,28.86,0.11,0.24,1.14,21.0,15.0,1.01,1.13,0.98,0.0,1259.0,44.0,1.42,194.0,0.34,0.0,0.0,10.0,1.0,14
Romero Fresco,67.77,131,3.31,5.86,20.7,14.1,317.0,66.0,6.65,0.04,0.15,0.91,22.0,146.0,1.16,0.9,2.84,0.0,668.0,26.0,0.93,91.0,0.34,0.0,0.0,109.0,0.65,14
Sal De Mesa,0.2,0,0.0,0.0,0.0,0.0,24.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38758.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,14
Sazonador Molido No Especificado,9.0,272,6.73,5.91,68.73,45.7,2132.0,140.0,37.88,0.37,0.0,4.08,50.0,257.0,0.0,0.0,3.26,0.0,1051.0,24.0,4.3,377.0,1.81,0.0,0.0,0.0,1.0,14
Sazonador Para Pollo,9.31,307,9.59,7.53,65.59,11.3,996.0,171.0,35.3,0.26,0.19,2.97,12.0,132.0,1.21,1.94,3.29,0.0,684.0,27.0,3.14,224.0,1.32,0.0,0.0,138.0,1.0,14
Tomillo Seco,7.79,276,9.11,7.43,63.94,37.0,1890.0,201.0,123.6,0.51,0.4,4.94,50.0,190.0,0.47,1.19,2.73,0.0,814.0,55.0,6.18,220.0,0.55,0.0,0.0,274.0,1.0,14
Vainilla Extracto,52.58,288,0.06,0.06,12.65,0.0,11.0,6.0,0.12,0.01,0.09,0.43,0.0,0.0,0.01,0.0,0.01,0.0,148.0,9.0,0.11,12.0,0.03,0.0,0.0,0.0,1.0,14
